222.483027, 5.331230, 50, 
222.741172, 5.162909, 50, 
222.990815, 4.992856, 50, 
223.231874, 4.821183, 50, 
223.464274, 4.647994, 50, 
223.687943, 4.473389, 50, 
223.902817, 4.297462, 50, 
224.108832, 4.120299, 50, 
224.305931, 3.941983, 50, 
224.494060, 3.762592, 50, 
224.673170, 3.582199, 50, 
224.843214, 3.400876, 50, 
225.004148, 3.218688, 50, 
225.155933, 3.035698, 50, 
225.298532, 2.851967, 50, 
225.431909, 2.667551, 50, 
225.556035, 2.482507, 50, 
225.670879, 2.296887, 50, 
225.776416, 2.110742, 50, 
225.872622, 1.924120, 50, 
225.959476, 1.737070, 50, 
226.037035, 1.551191, 50, 
226.105639, 1.372079, 50, 
226.165828, 1.203788, 50, 
226.218147, 1.046373, 50, 
226.263141, 0.899882, 50, 
226.301359, 0.764358, 50, 
226.333351, 0.639835, 50, 
226.359668, 0.526343, 50, 
226.380863, 0.423905, 50, 
226.397490, 0.332542, 50, 
226.410104, 0.252269, 50, 
226.419259, 0.183098, 50, 
226.425511, 0.125038, 50, 
226.429415, 0.078096, 50, 
226.431529, 0.042275, 50, 
226.432408, 0.017577, 50, 
226.432608, 0.004005, 50, 
226.432608, 0.000000, 50, 
